account_id,business_name,segment,public_source_url,source_retrieved_at,zone,distance_km,rooms_or_units_estimate,fit_score,fit_reason,stage,owner,next_action,next_action_at,do_not_contact
P143-THE-WEIRDOS-BARBERSHOP,The Weirdos Barbershop,SALON,https://toplist.vn/top-list/tiem-cat-toc-nam-dep-va-chat-luong-nhat-nha-trang-34353.htm,2026-08-18,FLAT_10K_2_6KM,3.5,,28/45,Salon · cách tiệm ~3.5km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P144-O-BARBER-SHOP,Ồ Barber Shop,SALON,https://toplist.vn/top-list/tiem-cat-toc-nam-dep-va-chat-luong-nhat-nha-trang-34353.htm,2026-08-18,FLAT_10K_2_6KM,3.6,,28/45,Salon · cách tiệm ~3.6km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P145-SNAKE-BARBER-SHOP,Snake Barber shop,SALON,https://toplist.vn/top-list/tiem-cat-toc-nam-dep-va-chat-luong-nhat-nha-trang-34353.htm,2026-08-18,FLAT_10K_2_6KM,4.5,,28/45,Salon · cách tiệm ~4.5km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P146-HO-BOI-MAI-XUAN-THUONG,Hồ bơi Mai Xuân Thưởng,OTHER,https://elipsport.vn/tin-tuc/danh-sach-10-be-boi-tp-nha-trang_9480.html,2026-08-18,FLAT_10K_2_6KM,2.5,,17/45,Other · cách tiệm ~2.5km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P147-HO-BOI-HAI-QUAN-DA-TUONG-NAVY-SWIM,Hồ bơi Hải Quân - Dã Tượng (Navy swimming pool),OTHER,https://elipsport.vn/tin-tuc/danh-sach-10-be-boi-tp-nha-trang_9480.html,2026-08-18,FLAT_10K_2_6KM,2.8,,17/45,Other · cách tiệm ~2.8km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P148-HO-BOI-TOA-NHA-SONG-ĐA-SONG-DA-BUI,Hồ bơi Tòa nhà Sông Đà (Song Da building pool),OTHER,https://elipsport.vn/tin-tuc/danh-sach-10-be-boi-tp-nha-trang_9480.html,2026-08-18,FLAT_10K_2_6KM,4.2,,17/45,Other · cách tiệm ~4.2km · phí giao 10.000đ,PROSPECT_TIER_B,,Ghé tận nơi trong tuần,,
P149-CONG-TY-TNHH-QUAN-LY-VAN-HANH-HOME,CONG TY TNHH QUAN LY VAN HANH HOMESTAY VIET NAM,CONDOTEL_APARTMENT,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-quan-ly-van-hanh-homestay-viet-nam-mst-4201797921.html,2026-08-18,UNKNOWN,,,36/45,Condotel apartment,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P150-D-QUA-NHA-TRANG-D-QUA-APARTMENT-BU,D'Qua Nha Trang (D'Qua Apartment Building),CONDOTEL_APARTMENT,https://nhatranghousing.com/en/the-ultimate-guide-to-apartment-rentals-in-nha-trang-top-residences-and-local-insights-nd164.html,2026-08-18,UNKNOWN,,,36/45,Condotel apartment,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P151-DATHOUSING,DatHousing,CONDOTEL_APARTMENT,https://dathousing.com/can-ho-muong-thanh-vien-trieu-68m2-hien-dai/,2026-08-18,UNKNOWN,,,36/45,Condotel apartment,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P152-HOANG-QUAN-NHA-TRANG,Hoang Quan Nha Trang,CONDOTEL_APARTMENT,https://nhatranghousing.com/en/the-ultimate-guide-to-apartment-rentals-in-nha-trang-top-residences-and-local-insights-nd164.html,2026-08-18,UNKNOWN,,,36/45,Condotel apartment,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P153-MAPLE-BUILDING-NHA-TRANG,Maple Building Nha Trang,CONDOTEL_APARTMENT,https://nhatranghousing.com/en/the-ultimate-guide-to-apartment-rentals-in-nha-trang-top-residences-and-local-insights-nd164.html,2026-08-18,UNKNOWN,,,36/45,Condotel apartment,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P154-NHA-TRANG-HOUSING,Nha Trang Housing,CONDOTEL_APARTMENT,https://nhatranghousing.com/en/top-apartment-buildings-to-rent-in-nha-trang-your-ultimate-guide-to-coastal-living-nd163.html,2026-08-18,UNKNOWN,,,36/45,Condotel apartment,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P155-NHA-TRANG-SERVICES-NHATRANGSERVICE,Nha Trang Services (nhatrangservice.com),CONDOTEL_APARTMENT,https://www.nhatrangservice.com/english/homes/new/,2026-08-18,UNKNOWN,,,36/45,Condotel apartment,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P156-OCEAN-DREAM-APARTMENT-NHA-TRANG,Ocean Dream Apartment Nha Trang,CONDOTEL_APARTMENT,https://www.booking.com/aparthotels/city/vn/nha-trang.html,2026-08-18,UNKNOWN,,,36/45,Condotel apartment,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P157-OCEAN-GATE-NHA-TRANG,Ocean Gate Nha Trang,CONDOTEL_APARTMENT,https://nhatranghousing.com/en/the-ultimate-guide-to-apartment-rentals-in-nha-trang-top-residences-and-local-insights-nd164.html,2026-08-18,UNKNOWN,,,36/45,Condotel apartment,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P158-PARAMOUNT-LIBERA-THE-PARAMOUNT-NHA,Paramount Libera / The Paramount Nha Trang,CONDOTEL_APARTMENT,https://nhatrangapartments.com/for-rent,2026-08-18,UNKNOWN,,,36/45,Condotel apartment,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P159-TUI-BLUE-NHA-TRANG,TUI BLUE Nha Trang,CONDOTEL_APARTMENT,https://www.booking.com/aparthotels/city/vn/nha-trang.html,2026-08-18,UNKNOWN,,,36/45,Condotel apartment,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P160-THE-ATIER-GEM-SUITES,The Atier Gem Suites,CONDOTEL_APARTMENT,https://www.booking.com/aparthotels/city/vn/nha-trang.html,2026-08-18,UNKNOWN,,,36/45,Condotel apartment,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P161-BLUE-SEA-HOTEL-2,Blue Sea Hotel 2,HOTEL,https://us.trip.com/hotels/nha-trang-hotel-detail-5028543/blue-sea-hotel-2/,2026-08-18,UNKNOWN,,24,33/45,Hotel · ~24 phòng/căn,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P162-LE-SOLEIL-HOTEL,Le Soleil Hotel,HOTEL,https://www.hostelworld.com/hotels/p/297117/le-soleil-hotel/,2026-08-18,UNKNOWN,,,33/45,Hotel,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P163-LE-S-CHAM-HOTEL,Le's Cham Hotel,HOTEL,https://www.hostelworld.com/hotels/p/318996/le-s-cham-hotel/,2026-08-18,UNKNOWN,,,33/45,Hotel,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P164-NAVADA-BEACH-HOTEL,Navada Beach Hotel,HOTEL,https://us.trip.com/hotels/nha-trang-hotels-list-1777/,2026-08-18,UNKNOWN,,,33/45,Hotel,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P165-SEAESTA-NHA-TRANG-HOTEL,Seaesta Nha Trang Hotel,HOTEL,https://vn.trip.com/hotels/nha-trang-hotel-detail-6648675/sen-viet-premium-hotel-nha-trang/,2026-08-18,FREE_DELIVERY_LE_2KM,0.1,99,32/45,"Hotel · ~99 phòng/căn · cách tiệm ~0.1km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P166-LEMORE-HOTEL-NHA-TRANG,LeMore Hotel Nha Trang,HOTEL,https://vn.trip.com/hotels/nha-trang-hotel-detail-28757179/le-more-hotel/,2026-08-18,FREE_DELIVERY_LE_2KM,0.4,164,32/45,"Hotel · ~164 phòng/căn · cách tiệm ~0.4km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P167-ZENIA-BOUTIQUE-HOTEL-NHA-TRANG,Zenia Boutique Hotel Nha Trang,HOTEL,https://www.trip.com/hotels/nha-trang-hotel-detail-23945846/diamond-nha-trang-hotel/,2026-08-18,FREE_DELIVERY_LE_2KM,0.4,90,32/45,"Hotel · ~90 phòng/căn · cách tiệm ~0.4km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P168-NHA-VIET-NHA-TRANG-HOTEL-FORMER-NA,Nha VIET Nha Trang Hotel (former name Nha Trang Prince Hotel),HOTEL,https://us.trip.com/hotels/nha-trang-hotel-detail-7801228/nha-viet-nha-trang-hotel/,2026-08-18,FREE_DELIVERY_LE_2KM,0.8,161,32/45,"Hotel · ~161 phòng/căn · cách tiệm ~0.8km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P169-VENTANA-NHA-TRANG-HOTEL,Ventana Nha Trang Hotel,HOTEL,https://ventananhatranghotel.com/,2026-08-18,FREE_DELIVERY_LE_2KM,0.8,98,32/45,"Hotel · ~98 phòng/căn · cách tiệm ~0.8km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P170-GOSIA-HOTEL,Gosia Hotel,HOTEL,https://us.trip.com/hotels/nha-trang-hotel-detail-10518242/gosia-hotel/,2026-08-18,FREE_DELIVERY_LE_2KM,0.8,83,32/45,"Hotel · ~83 phòng/căn · cách tiệm ~0.8km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P171-PANAMA-NHA-TRANG-HOTEL,PANAMA Nha Trang Hotel,HOTEL,https://us.trip.com/hotels/nha-trang-hotel-detail-118233319/panama-nha-trang-hotel/,2026-08-18,FREE_DELIVERY_LE_2KM,0.8,273,32/45,"Hotel · ~273 phòng/căn · cách tiệm ~0.8km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P172-ERICA-NHA-TRANG-HOTEL,Erica Nha Trang Hotel,HOTEL,https://us.trip.com/hotels/nha-trang-hotel-detail-38816851/erica-nha-trang-hotel/,2026-08-18,FREE_DELIVERY_LE_2KM,0.9,119,32/45,"Hotel · ~119 phòng/căn · cách tiệm ~0.9km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P173-NAGAR-HOTEL-NHA-TRANG,Nagar Hotel Nha Trang,HOTEL,https://us.trip.com/hotels/nha-trang-hotel-detail-18410113/nagar-hotel-nha-trang/,2026-08-18,FREE_DELIVERY_LE_2KM,0.9,171,32/45,"Hotel · ~171 phòng/căn · cách tiệm ~0.9km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P174-RIGEL-HOTEL,Rigel Hotel,HOTEL,https://us.trip.com/hotels/nha-trang-hotel-detail-10879073/rigel-hotel/,2026-08-18,FREE_DELIVERY_LE_2KM,1.1,189,32/45,"Hotel · ~189 phòng/căn · cách tiệm ~1.1km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P175-ADAMAS-BOUTIQUE-HOTEL-NHA-TRANG,Adamas Boutique Hotel Nha Trang,HOTEL,https://us.trip.com/hotels/nha-trang-hotel-detail-119786999/adamas-boutique-hotel-nha-trang/,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,104,32/45,"Hotel · ~104 phòng/căn · cách tiệm ~1.2km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P176-CHAMPTON-NHA-TRANG-HOTEL,Champton Nha Trang Hotel,HOTEL,https://vn.trip.com/hotels/nha-trang-hotel-detail-130225119/champton-nha-trang-hotel/,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,95,32/45,"Hotel · ~95 phòng/căn · cách tiệm ~1.2km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P177-NHA-TRANG-PALACE-HOTEL,Nha Trang Palace Hotel,HOTEL,https://in.trip.com/hotels/nha-trang-hotel-detail-2511687/nha-trang-palace-hotel/,2026-08-18,FREE_DELIVERY_LE_2KM,1.2,266,32/45,"Hotel · ~266 phòng/căn · cách tiệm ~1.2km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P178-HA-LONG-NHA-TRANG-HOTEL,Ha Long Nha Trang Hotel,HOTEL,https://www.trip.com/hotels/nha-trang-hotel-detail-133407718/ha-long-nha-trang-hotel/,2026-08-18,FREE_DELIVERY_LE_2KM,1.3,101,32/45,"Hotel · ~101 phòng/căn · cách tiệm ~1.3km · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P179-ANNA-SPA,Anna Spa,SPA_MASSAGE,https://nhatrang-travel.com/diem-den/dich-vu/spa-tam-bun/spa,2026-08-18,UNKNOWN,,,30/45,Spa massage,PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P180-SEASIDE-BOUTIQUE-HOTEL-NHA-TRANG-B,Seaside Boutique Hotel Nha Trang Beach,HOTEL,https://vn.trip.com/hotels/nha-trang-hotel-detail-127104723/seaside-boutique-hotel-nha-trang-beach/,2026-08-18,UNKNOWN,,107,23/45,"Hotel · ~107 phòng/căn · trên 80 phòng — chỉ bán được overflow, không bán được toàn bộ linen",PROSPECT_TIER_C,,Chưa hành động - giữ để tham chiếu,,
P181-VINPEARL-EMPIRE-NHA-TRANG-AFFILIAT,"Vinpearl Empire Nha Trang, Affiliated by Meliá",HOTEL,https://us.trip.com/hotels/nha-trang-hotels-list-1777/,2026-08-18,FREE_DELIVERY_LE_2KM,0.7,,22/45,Hotel · cách tiệm ~0.7km · chuỗi lớn — ngoài phân khúc giai đoạn này,PARKED_OUT_OF_WEDGE,,Không tiếp cận giai đoạn này,,
P182-MUONG-THANH-LUXURY-NHA-TRANG,Muong Thanh Luxury Nha Trang,CONDOTEL_APARTMENT,https://www.expedia.com/Nha-Trang-Hotels-Gold-Ocean-Nha-Trang-Serviced-Apartments.h22157258.Hotel-Information,2026-08-18,FREE_DELIVERY_LE_2KM,1.0,,22/45,Condotel apartment · cách tiệm ~1.0km · chuỗi lớn — ngoài phân khúc giai đoạn này,PARKED_OUT_OF_WEDGE,,Không tiếp cận giai đoạn này,,
P183-VOUS-SPA-NOVOTEL-NHA-TRANG,Vous Spa - Novotel Nha Trang,SPA_MASSAGE,https://nhatrang-travel.com/diem-den/dich-vu/spa-tam-bun/spa,2026-08-18,FLAT_10K_2_6KM,2.2,,15/45,Spa massage · cách tiệm ~2.2km · chuỗi lớn — ngoài phân khúc giai đoạn này,PARKED_OUT_OF_WEDGE,,Không tiếp cận giai đoạn này,,
P184-MUONG-THANH-VIEN-TRIEU-MUONG-THANH,Muong Thanh Vien Trieu (Muong Thanh Oceanus),CONDOTEL_APARTMENT,https://www.muongthanhvientrieu.com/,2026-08-18,FLAT_10K_2_6KM,4.1,,15/45,Condotel apartment · cách tiệm ~4.1km · chuỗi lớn — ngoài phân khúc giai đoạn này,PARKED_OUT_OF_WEDGE,,Không tiếp cận giai đoạn này,,
